id	name	direction	gpr	pathway	enzyme	equation	reference
rxn07741[c0]	LL-2,6-diaminoheptanedioate:2-Oxoglutarate aminotransferase	=	kb|g.575.peg.1527	None	|4.2.1.-|	cpd00067[c0] + cpd00001[c0] + cpd00023[c0] + cpd02465[c0]  <=> cpd00024[c0] + cpd00504[c0] 	 
rxn05109[c0]	Citramalate_synthase	>	kb|g.575.peg.1018	None	|2.3.3.-|2.3.1.182|	cpd00022[c0] + cpd00001[c0] + cpd00020[c0]  -> cpd00067[c0] + cpd00010[c0] + cpd00607[c0] 	 
rxn02749[c0]	(R)-2-Methylmalate hydro-lyase	=	kb|g.575.peg.1149	None	|4.2.1.35|	cpd00607[c0]  <=> cpd00001[c0] + cpd01502[c0] 	 
rxn02751[c0]	Isopropylmalate_isomerase	=	kb|g.575.peg.1480	None		2 cpd00067[c0] + cpd00001[c0] + cpd01502[c0]  <=> cpd11640[c0] + cpd03593[c0] 	 
rxn00735[c0]	Methylmalate_dehydrogenase	=	kb|g.575.peg.539	None		cpd00003[c0] + cpd11640[c0] + cpd03593[c0]  <=> 2 cpd00067[c0] + cpd00011[c0] + cpd00004[c0] + cpd00094[c0] 	 
rxn08043[c0]	2-aceto-2-hydroxybutanoate synthase	>	kb|g.575.peg.650 or kb|g.575.peg.651	None	|4.1.3.18|	cpd00067[c0] + cpd00020[c0] + cpd00094[c0]  -> cpd00011[c0] + cpd00498[c0] 	 
rxn08764[c0]	ketol-acid reductoisomerase (2-Acetolactate)	=	kb|g.575.peg.654	None	1.1.1.86	cpd00067[c0] + cpd00005[c0] + cpd00498[c0]  <=> cpd00006[c0] + cpd02535[c0] 	 
rxn00405[c0]	Arginine carboxy-lyase	>	kb|g.575.peg.1582	Arginine and Ornithine Degradation	4.1.1.19	cpd00067[c0] + cpd00051[c0]  -> cpd00011[c0] + cpd00152[c0] 	 
EX_cpd00029[e0]	Acetate exchange	>		Exchange		cpd00029[e0] + 0.264 cpd15000[c0]  <=> 	 
rxn10904[c0]	Acetate transport	=		Transport		cpd00029[e0]  <=> cpd00029[c0] 	 
rxn10561[c0]	Indolepyruvate ferredoxin oxidoreductase	=	(kb|g.575.peg.315 and kb|g.575.peg.316) or (kb|g.575.peg.713 and kb|g.575.peg.714)	Amino Acid Biosynthesis		cpd00010[c0] + cpd11621[c0] + cpd00278[c0]  <=> cpd00067[c0] + cpd00011[c0] + cpd11620[c0] + cpd11175[c0] 	 
rxn06696[c0]	Hydrogen:5,10-methenyltetrahydromethanopterin oxidoreductase	=	kb|g.575.peg.127	Methanogenesis	|1.12.98.2|	cpd11640[c0] + cpd02655[c0]  <=> cpd00067[c0] + cpd02679[c0] 	 
ATPS	ATP synthase:Sodium utilizing	=	kb|g.575.peg.1038 and kb|g.575.peg.1039 and kb|g.575.peg.1040 and kb|g.575.peg.1041 and kb|g.575.peg.1042 and kb|g.575.peg.1043 and kb|g.575.peg.1044 and kb|g.575.peg.1045 and kb|g.575.peg.1046	Methanogenesis		cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + 4 cpd00971[e0]  <=> cpd00001[c0] + cpd00002[c0] + 4 cpd00971[c0] 	 
Fdh	Formate dehydrogenase	=	(kb|g.575.peg.138 and kb|g.575.peg.139) or (kb|g.575.peg.1297 and kb|g.575.peg.1298)	Methanogenesis		cpd00067[c0] + cpd00047[c0] + cpd00649[c0]  -> cpd00011[c0] + cpd00792[c0] 	 
Hdr_formate	Formate-utilizing heterodisulfide reductase	=	((kb|g.575.peg.825 or kb|g.575.peg.1697) and ((kb|g.575.peg.1053 and kb|g.575.peg.1054) or (kb|g.575.peg.1155 and kb|g.575.peg.1154))) and ((kb|g.575.peg.138 and kb|g.575.peg.139) or (kb|g.575.peg.1297 and kb|g.575.peg.1298)) and (kb|g.575.peg.1696 or kb|g.575.peg.821)	Methanogenesis		2 cpd00047[c0] + cpd11621[c0] + cpd02935[c0]  -> 2 cpd00011[c0] + cpd11620[c0] + cpd02246[c0] + cpd02817[c0] 	 
rxn00249[c0]	(S)-Malate:NADP+ oxidoreductase	<	kb|g.575.peg.645	None	|1.1.1.82|	cpd00067[c0] + cpd00005[c0] + cpd00032[c0]  <=> cpd00006[c0] + cpd00130[c0] 	 
Tfr	Thiol:fumarate reductase	>	kb|g.575.peg.1277 and kb|g.575.peg.1067	None		cpd00106[c0] + cpd02246[c0] + cpd02817[c0]  -> cpd00036[c0] + cpd02935[c0] 	 
EX_cpd00035[e0]	EX L-Alanine e0	=		Exchange		cpd00035[e0] + 0.1 cpd15000[c0]  -> 	 
EX_cpd00117[e0]	EX D-Alanine e0	=		Exchange		cpd00117[e0] + 0.1 cpd15000[c0]  -> 	 
rxn05215[c0]	L-Alanine permease	=	kb|g.575.peg.1511	Transport		cpd00971[e0] + cpd00035[e0]  <=> cpd00035[c0] + cpd00971[c0] 	 
rxn13660[c0]	D-Alanine permease	=	kb|g.575.peg.1511	Transport		cpd00971[e0] + cpd00117[e0]  <=> cpd00117[c0] + cpd00971[c0] 	 
EX_cpd00528[e0]	EX Nitrogen e0	>		Exchange		cpd00528[e0]  -> 0.0016 cpd15000[c0] 	 
rxn10577[c0]	Nitrogen exchange, diffusion	=		Transport		cpd00528[e0]  <=> cpd00528[c0] 	 
rxn10541[c0]	H2S transport (diffusion)	=		Transport		cpd00239[e0]  <=> cpd00239[c0] 	 
EX_cpd00239[e0]	EX_H2S[e0]	=		Exchange		cpd00239[e0]  <=> 0.0344 cpd15000[c0] 	 
Dsr-LP	Dsr-LP	>	kb|g.575.peg.83	Sulfur Assimilation		3 cpd00001[c0] + cpd00003[c0] + cpd00239[c0]  -> 2 cpd00067[c0] + cpd00081[c0] + cpd00004[c0] + 2 cpd11640[c0] 	 
rxn10434[c0]	alpha-ketoglutarate:CoA ligase	=	kb|g.575.peg.153	Coenzyme B Biosynthesis		cpd00022[c0] + cpd00024[c0]  <=> cpd00067[c0] + cpd00010[c0] + cpd15886[c0] 	 
rxn10608[c0]	trans-homoaconitate hydrolase	=		Coenzyme B Biosynthesis		cpd00001[c0] + cpd15886[c0]  <=> cpd15833[c0] 	 
rxn10599[c0]	(S)-homocitrate dehydratase	=		Coenzyme B Biosynthesis		cpd15833[c0]  <=> cpd00001[c0] + cpd02483[c0] 	 
rxn10472[c0]	cis-homoaconitate hydrolase	=	kb|g.575.peg.1480 and kb|g.575.peg.381	Coenzyme B Biosynthesis		cpd00001[c0] + cpd02483[c0]  <=> cpd15888[c0] 	 
rxn10612[c0]	threo-isohomocitrate dehydrogenase	=	kb|g.575.peg.880	Coenzyme B Biosynthesis		cpd00003[c0] + cpd15888[c0]  <=> cpd00011[c0] + cpd00004[c0] + cpd15901[c0] 	 
rxn10433[c0]	alpha-ketoadipate:CoA ligase	=	kb|g.575.peg.153	Coenzyme B Biosynthesis		cpd00022[c0] + cpd00001[c0] + cpd15901[c0]  <=> cpd00067[c0] + cpd00010[c0] + cpd15831[c0] 	 
rxn10595[c0]	(R)-(homo)2citrate dehydratase	=	kb|g.575.peg.1480 and kb|g.575.peg.381	Coenzyme B Biosynthesis		cpd15831[c0]  <=> cpd00001[c0] + cpd15882[c0] 	 
rxn10468[c0]	cis-(homo)2aconitate hydrolase	=	kb|g.575.peg.1480 and kb|g.575.peg.381	Coenzyme B Biosynthesis		cpd00001[c0] + cpd15882[c0]  <=> cpd15908[c0] 	 
rxn10610[c0]	threo-iso(homo)2citrate dehydrogenase	=	kb|g.575.peg.880	Coenzyme B Biosynthesis		cpd00003[c0] + cpd15908[c0]  <=> cpd00011[c0] + cpd00004[c0] + cpd15900[c0] 	 
rxn10435[c0]	alpha-ketopimelate:CoA ligase	=	kb|g.575.peg.153	Coenzyme B Biosynthesis		cpd00022[c0] + cpd00001[c0] + cpd15900[c0]  <=> cpd00067[c0] + cpd00010[c0] + cpd15832[c0] 	 
rxn10596[c0]	(R)-(homo)3citrate dehydratase	=	kb|g.575.peg.1480 and kb|g.575.peg.381	Coenzyme B Biosynthesis		cpd15832[c0]  <=> cpd00001[c0] + cpd15883[c0] 	 
rxn10469[c0]	cis-(homo)3aconitate hydrolase	=	kb|g.575.peg.1480 and kb|g.575.peg.381	Coenzyme B Biosynthesis		cpd00001[c0] + cpd15883[c0]  <=> cpd15909[c0] 	 
rxn10611[c0]	threo-iso(homo)3citrate dehydrogenase	=	kb|g.575.peg.880	Coenzyme B Biosynthesis		cpd00003[c0] + cpd15909[c0]  <=> cpd00011[c0] + cpd00004[c0] + cpd16398[c0] 	 
rxn11855[c0]	rxn11855	=		Coenzyme B Biosynthesis		cpd00067[c0] + cpd16398[c0]  <=> cpd00011[c0] + cpd15829[c0] 	 
rxn10424[c0]	7-mercaptoheptanoate synthase	=		Coenzyme B Biosynthesis		cpd00067[c0] + cpd00004[c0] + cpd00084[c0] + cpd15829[c0]  <=> cpd00003[c0] + cpd00054[c0] + cpd15827[c0] 	 
rxn10425[c0]	7-mercaptoheptanoylthreonine synthase	=		Coenzyme B Biosynthesis		cpd00161[c0] + cpd00002[c0] + cpd15827[c0]  <=> cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd15828[c0] 	 
rxn10475[c0]	Coenzyme B synthase	=		Coenzyme B Biosynthesis		cpd00002[c0] + cpd15828[c0]  <=> cpd00008[c0] + cpd02817[c0] 	 
MptA	MptA	>	kb|g.575.peg.34	Tetrahydromethanopterin Biosynthesis		cpd00001[c0] + cpd00038[c0]  -> cpd00067[c0] + cpd00047[c0] + cpd00012[c0] + cpd15850[c0] 	 
rxn10490[c0]	7,8-dihydronepterin 2':3'-cyclicphosphate hydrolase	>	kb|g.575.peg.230	Tetrahydromethanopterin Biosynthesis		cpd00001[c0] + cpd15850[c0]  -> cpd03521[c0] 	 
rxn03168[c0]	Dihydroneopterin monophosphate dephosphorylase	=		Tetrahydromethanopterin Biosynthesis	|3.6.1.-|	cpd00001[c0] + cpd03521[c0]  <=> cpd00067[c0] + cpd00009[c0] + cpd02961[c0] 	 
rxn02504[c0]	Dihydroneopterin aldolase	=	kb|g.575.peg.243	Tetrahydromethanopterin Biosynthesis	|4.1.2.25|	cpd02961[c0]  <=> cpd00954[c0] + cpd00229[c0] 	 
rxn02503[c0]	ATP:2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine	=	kb|g.575.peg.579	Tetrahydromethanopterin Biosynthesis	|2.7.6.3|	cpd00002[c0] + cpd00954[c0]  <=> cpd00018[c0] + cpd02920[c0] 	 
rxn10446[c0]	beta-ribofuranosylaminobenzene 5'-phosphate synthase	=	kb|g.575.peg.279	Tetrahydromethanopterin Biosynthesis		cpd00103[c0] + cpd00443[c0]  <=> cpd00011[c0] + cpd00012[c0] + cpd15830[c0] 	 
rxn10491[c0]		=		Tetrahydromethanopterin Biosynthesis		cpd02920[c0] + cpd15830[c0]  <=> cpd00012[c0] + cpd15851[c0] 	 
H4MPTs	Tetrahydromethanopterin synthase	=		Tetrahydromethanopterin Biosynthesis		cpd00001[c0] + 2 cpd00004[c0] + 2 cpd00002[c0] + 2 cpd00017[c0] + cpd00103[c0] + cpd15851[c0] + cpd02041[c0]  <=> cpd00009[c0] + 2 cpd00003[c0] + 2 cpd00008[c0] + 2 cpd00012[c0] + 2 cpd00019[c0] + cpd00895[c0] 	 
rxn10432[c0]	(S)-alpha-hydroxyglutarate dehydrogenase	=		Tetrahydromethanopterin Biosynthesis		cpd00067[c0] + cpd00004[c0] + cpd00024[c0]  <=> cpd00003[c0] + cpd02041[c0] 	 
ADTHs	ADTH synthase	>	kb|g.575.peg.686	Tetrahydromethanopterin Biosynthesis		cpd00346[c0] + cpd15853[c0]  -> 2ATDLH6U[c0] + cpd17158[c0] 	 
ADTHOR	ADTH oxidoreductase	=	kb|g.575.peg.6	Tetrahydromethanopterin Biosynthesis		cpd00067[c0] + cpd00001[c0] + cpd00003[c0] + 2ATDLH6U[c0]  <=> cpd00699[c0] + cpd00004[c0] + cpd00013[c0] 	 
3DHQAT	3-dehydroquinate aminotransferase	=		Tetrahydromethanopterin Biosynthesis		cpd00699[c0] + cpd00013[c0]  <=> cpd00067[c0] + cpd00001[c0] + 2A3DHQ[c0] 	 
4ADSs	4-aminodehydroshikimate synthase	=		Tetrahydromethanopterin Biosynthesis		2A3DHQ[c0]  <=> cpd00001[c0] + 4A3DHS[c0] 	 
4ASDH	4-aminoshikimate dehydrogenase	=		Tetrahydromethanopterin Biosynthesis		cpd00067[c0] + cpd00004[c0] + 4A3DHS[c0]  <=> cpd00003[c0] + 4ASKM[c0] 	 
4ASDHT	4-aminoshikimate dehydratase	=		Tetrahydromethanopterin Biosynthesis		4ASKM[c0]  <=> cpd00001[c0] + 4A3H15D1C[c0] 	 
ABEEs	4-aminobenzoic acid synthase	=		Tetrahydromethanopterin Biosynthesis		4A3H15D1C[c0]  <=> cpd00001[c0] + cpd00443[c0] 	 
rxn00979[c0]	Glycolaldehyde:NAD+ oxidoreductase	=		Glycolate, Glyoxylate Interconversions	1.2.1.21	cpd00001[c0] + cpd00003[c0] + cpd00229[c0]  <=> 2 cpd00067[c0] + cpd00004[c0] + cpd00139[c0] 	 
rxn00512[c0]	Glycolate:NAD+ oxidoreductase	=		Glycolate, Glyoxylate Interconversions	|1.1.1.26|1.1.1.29|	cpd00003[c0] + cpd00139[c0]  <=> cpd00067[c0] + cpd00004[c0] + cpd00040[c0] 	 
rxn00272[c0]	L-Alanine:glyoxylate aminotransferase	=		Serine-Glyoxylate Cycle	|2.6.1.44|	cpd00035[c0] + cpd00040[c0]  <=> cpd00033[c0] + cpd00020[c0] 	 
COMs	Coenzyme M synthesis	>		Coenzyme M Biosynthesis		cpd00239[c0] + cpd11640[c0] + cpd00460[c0]  -> cpd00001[c0] + cpd02246[c0] 	 
rxn00529[c0]	L-Tyrosine carboxylase	>	kb|g.575.peg.131	Methanofuran Biosynthesis	|4.1.1.25|4.1.1.28|	cpd00067[c0] + cpd00069[c0]  -> cpd00011[c0] + cpd00374[c0] 	 
MfnD	Tyramine-glutamate ligase	>	kb|g.575.peg.564	Methanofuran Biosynthesis		cpd00002[c0] + cpd00023[c0] + cpd00374[c0]  -> cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + GGT[c0] 	 
MfnB	Tyramine-glutamate ligase	>	kb|g.575.peg.708	Methanofuran Biosynthesis		cpd00095[c0] + cpd00102[c0]  -> cpd00067[c0] + 2 cpd00001[c0] + cpd00009[c0] + 4HM2FCP[c0] 	 
MfnC	4-HCF-P:alanine aminotransferase	>	kb|g.575.peg.1072	Methanofuran Biosynthesis		cpd00035[c0] + 4HM2FCP[c0]  -> cpd00020[c0] + 5AM3FMP[c0] 	 
F1Pp	5-(aminomethyl)-3-furanmethanol-phosphate phosphorylase	>	kb|g.575.peg.1399	Methanofuran Biosynthesis		cpd00002[c0] + 5AM3FMP[c0]  -> cpd00008[c0] + 5AM3FMPP[c0] 	 
F1PPc	5-(aminomethyl)-3-furanmethanol-pyrophosphate condensation	>	kb|g.575.peg.72	Methanofuran Biosynthesis		GGT[c0] + 5AM3FMPP[c0]  -> cpd00012[c0] + AEPM2FMA[c0] 	 
MFs	Methanofuran synthase	>		Methanofuran Biosynthesis		3 cpd00023[c0] + cpd11640[c0] + AEPM2FMA[c0]  -> 2 cpd00001[c0] + 2 cpd00013[c0] + cpd00643[c0] 	 
rxn10508[c0]	coenzyme F430 precursor synthase 1 (aminase)	=		Coenzyme F430 Biosynthesis		2 cpd00001[c0] + 2 cpd00002[c0] + 2 cpd00053[c0] + cpd01620[c0] + cpd00244[c0]  <=> 4 cpd00067[c0] + 2 cpd00009[c0] + 2 cpd00008[c0] + 2 cpd00023[c0] + cpd15873[c0] 	 
rxn10509[c0]	coenzyme F430 precursor synthase 2 (reduction)	=		Coenzyme F430 Biosynthesis		2 cpd00067[c0] + cpd00004[c0] + cpd15873[c0]  <=> cpd00003[c0] + cpd15874[c0] 	 
rxn10510[c0]	coenzyme F430 precursor synthase 3 (reduction)	=		Coenzyme F430 Biosynthesis		cpd00067[c0] + cpd00004[c0] + cpd15874[c0]  <=> cpd00003[c0] + cpd15875[c0] 	 
rxn10511[c0]	coenzyme F430 precursor synthase 4 (cyclization)	=		Coenzyme F430 Biosynthesis		cpd15875[c0]  <=> cpd15905[c0] 	 
rxn10512[c0]	coenzyme F430 precursor synthase 5 (cyclization)	=		Coenzyme F430 Biosynthesis		cpd00067[c0] + cpd15905[c0]  <=> cpd00001[c0] + cpd03425[c0] 	 
EX_cpd00244[e0]	EX_Ni2[e0]	=		Exchange		cpd00244[e0]  <=> 	 
rxn05174[c0]	Nickel-ABC Transport	>		Transport		cpd00001[c0] + cpd00002[c0] + cpd00244[e0]  -> cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd00244[c0] 	 
rxn00097[c0]	ATP:AMP phosphotransferase	>	kb|g.575.peg.1031	Purine Conversions	2.7.4.3	cpd00002[c0] + cpd00018[c0]  -> 2 cpd00008[c0] 	 
rxn10499[c0]	7,8-didemethyl-8-hydroxy-5-deazariboflavin synthetase	=	kb|g.575.peg.876 and kb|g.575.peg.56	Coenzyme F420 Biosynthesis		cpd00001[c0] + 2 cpd00006[c0] + cpd02882[c0] + cpd00868[c0]  <=> 2 cpd00067[c0] + 2 cpd00005[c0] + cpd00013[c0] + cpd00180[c0] + cpd15839[c0] 	 
rxn01053[c0]	(S)-lactaldehyde:NAD+ oxidoreductase	=	kb|g.575.peg.1487	Coenzyme F420 Biosynthesis	1.2.1.21|1.2.1.22	cpd00001[c0] + cpd00003[c0] + cpd00334[c0]  <=> 2 cpd00067[c0] + cpd00004[c0] + cpd00159[c0] 	 
rxn10567[c0]	LPPG synthetase	=	kb|g.575.peg.117	Coenzyme F420 Biosynthesis		cpd00067[c0] + cpd00038[c0] + cpd15809[c0]  <=> cpd00012[c0] + cpd15889[c0] 	 
rxn10420[c0]	2-phospho-L-lactate synthase	=		Coenzyme F420 Biosynthesis		cpd00038[c0] + cpd00159[c0]  <=> cpd00067[c0] + cpd00031[c0] + cpd15809[c0] 	 
rxn10566[c0]	LPPG:Fo 2-phospho-L-lactate transferase	=	kb|g.575.peg.404	Coenzyme F420 Biosynthesis		cpd15839[c0] + cpd15889[c0]  <=> cpd00126[c0] + cpd15864[c0] 	 
rxn10525[c0]	gamma-F420-0:gamma-L-glutamate ligase	=	kb|g.575.peg.937	Coenzyme F420 Biosynthesis		cpd00038[c0] + cpd00023[c0] + cpd15864[c0]  <=> cpd00067[c0] + cpd00009[c0] + cpd00031[c0] + cpd15865[c0] 	 
rxn10526[c0]	gamma-F420-1:gamma-L-glutamate ligase	=	kb|g.575.peg.937	Coenzyme F420 Biosynthesis		cpd00038[c0] + cpd00023[c0] + cpd15865[c0]  <=> cpd00067[c0] + cpd00009[c0] + cpd00649[c0] + cpd00031[c0] 	 
rxn10527[c0]	gamma-F420-2:gamma-L-glutamate ligase	=	kb|g.575.peg.170	Coenzyme F420 Biosynthesis		cpd00038[c0] + cpd00023[c0] + cpd00649[c0]  <=> cpd00067[c0] + cpd00009[c0] + cpd00031[c0] + cpd15868[c0] 	 
rxn05734[c0]	aldehyde dehydrogenase (glyoxylate, NAD)	=		Methylglyoxal Metabolism		cpd00001[c0] + cpd00003[c0] + cpd00040[c0]  <=> 2 cpd00067[c0] + cpd00004[c0] + cpd00180[c0] 	 
rxn01361[c0]	(S)-Dihydroorotate:(acceptor) oxidoreductase	=	kb|g.575.peg.439 and kb|g.575.peg.919	De Novo Pyrimidine Synthesis	|1.3.1.14|1.3.99.11|1.3.3.2|	cpd00003[c0] + cpd00282[c0]  <=> cpd00067[c0] + cpd00004[c0] + cpd00247[c0] 	 
CODH	Carbon monoxide dehydrogenase	=	kb|g.575.peg.979 and kb|g.575.peg.980 and kb|g.575.peg.981 and kb|g.575.peg.982 and kb|g.575.peg.983 and kb|g.575.peg.984 and kb|g.575.peg.985	None		3 cpd00067[c0] + cpd00011[c0] + cpd11620[c0]  <=> cpd00001[c0] + cpd11621[c0] + 0.5 cpd11640[c0] + cpd00204[c0] 	 
ACS	Acetyl-CoA synthase	=	kb|g.575.peg.979 and kb|g.575.peg.980 and kb|g.575.peg.981 and kb|g.575.peg.982 and kb|g.575.peg.983 and kb|g.575.peg.984 and kb|g.575.peg.985	None		cpd00010[c0] + cpd02737[c0] + 0.5 cpd11640[c0] + cpd00204[c0]  <=> cpd00067[c0] + cpd00022[c0] + cpd00895[c0] 	 
rxn10480[c0]	CO transporter via diffusion	=		Transport		cpd00204[c0]  <=> cpd00204[e0] 	 
EX_cpd00204[e0]	EX_CO[e0]	>		Exchange		cpd00204[e0] + 0.137 cpd15000[c0]  <=> 	 
FNO	F420:NADP oxidoreductase	=	kb|g.575.peg.1550	None		cpd00006[c0] + cpd00792[c0]  <=> cpd00067[c0] + cpd00005[c0] + cpd00649[c0] 	 
EX_cpd00131[e0]	EX_Molybdenum[e0]	=		Exchange		cpd00131[e0]  <=> 	 
Mot	ATP-Dependent Molybdenum transport	=	(kb|g.575.peg.205 and kb|g.575.peg.206 and kb|g.575.peg.207) or (kb|g.575.peg.504 and kb|g.575.peg.505 and kb|g.575.peg.506) or (kb|g.575.peg.514 and kb|g.575.peg.515 and kb|g.575.peg.516) or (kb|g.575.peg.1650 and kb|g.575.peg.1651 and kb|g.575.peg.1652)	Transport		cpd00001[c0] + cpd00002[c0] + cpd00131[e0]  <=> cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd00131[c0] 	 
HcyS	Homocysteine Synthesis	=	kb|g.575.peg.1358 and kb|g.575.peg.1359	Methionine Biosynthesis		cpd00346[c0] + cpd00239[c0] + cpd11640[c0]  <=> cpd00135[c0] + cpd00001[c0] 	 
MetS	Methionine Synthase	>	kb|g.575.peg.401	Methionine Biosynthesis		cpd00135[c0] + cpd02737[c0]  -> cpd00060[c0] + cpd00895[c0] 	 
rxn02430[c0]	Dihydromethanopterin reductase	=		None		cpd00067[c0] + cpd00005[c0] + cpd03523[c0]  <=> cpd00006[c0] + cpd00895[c0] 	 
H4MPT3M2Om	5,10-Methylenetetrahydromethanopterin 3-Methyl-2-oxobutanoate methyltransferase	=		Coenzyme A Biosynthesis		cpd00001[c0] + cpd00123[c0] + cpd02679[c0]  <=> cpd00895[c0] + cpd00712[c0] 	 
H4MPTdUMPm	5,10-Methylenetetrahydromethanopterin dUMP C-methyltransferase	=	kb|g.575.peg.1379 and kb|g.575.peg.986	Pyrimidine Conversions		cpd00299[c0] + cpd02679[c0]  <=> cpd00298[c0] + cpd03523[c0] 	 
FH4MPTAf	Formyl-H4MPT AICAR Formyltransferase	=		De Novo Purine Biosynthesis		cpd02851[c0] + cpd00936[c0]  <=> cpd00895[c0] + cpd02884[c0] 	 
HPAr	Hydroxypyruvaldehyde phosphate reductase	=		Coenzyme F420 Biosynthesis		cpd00004[c0] + cpd17158[c0]  <=> cpd00003[c0] + cpd00102[c0] 	 
rxn02377[c0]	UDP-N-acetyl-D-mannosamine:NAD+ 1-oxidoreductase	=	kb|g.575.peg.706	None	|1.1.1.-|	cpd00001[c0] + 2 cpd00003[c0] + cpd00861[c0]  <=> 3 cpd00067[c0] + 2 cpd00004[c0] + cpd03732[c0] 	 
rxn00298[c0]	UDP-N-acetyl-D-glucosamine:NAD+ 6-oxidoreductase	=	kb|g.575.peg.353	Archaellin Synthesis	|1.1.1.136|	cpd00001[c0] + 2 cpd00003[c0] + cpd00037[c0]  <=> 3 cpd00067[c0] + 2 cpd00004[c0] + cpd02782[c0] 	 
UGAor	UDP-GlcNAcA:NAD+ oxidoreductase	=	kb|g.575.peg.352	Archaellin Synthesis		cpd00003[c0] + cpd02782[c0]  <=> cpd00004[c0] + cpd11640[c0] + U2A2D3OG[c0] 	 
UGNAa	UDP-GlcNAC(3keto)A aminase	=	kb|g.575.peg.351	Archaellin Synthesis		cpd00023[c0] + U2A2D3OG[c0]  <=> cpd00024[c0] + U2A3A23DDG[c0] 	 
UGNAna	UDP-GlcNAc(3NH2)A N-acetylase	=	kb|g.575.peg.350	Archaellin Synthesis		cpd00022[c0] + U2A3A23DDG[c0]  <=> cpd00067[c0] + cpd00010[c0] + U23DA23DDG[c0] 	 
UGNAe	UDP-GlcNAc(3NAc)A epimerase	=	kb|g.575.peg.357	Archaellin Synthesis		U23DA23DDG[c0]  <=> U23DA23DDM[c0] 	 
UMNAat	UDP-ManNAcA aminotransferase	=	kb|g.575.peg.1081 and kb|g.575.peg.1082 and kb|g.575.peg.1083	Archaellin Synthesis		cpd00001[c0] + cpd00053[c0] + U23DA23DDM[c0]  <=> cpd00023[c0] + U3A23DAM[c0] 	 
2NACmt	NDP-2-acetamino-2,4-dideoxy-5-O-methyl-hexos-5-ulo-1,5-pyranose methyltransferase	=	kb|g.575.peg.1085	Archaellin Synthesis		N2A24D5MH4U15P[c0]  <=> N2A24D5MAEH5U15P[c0] 	 
TSot	Tetrasaccharide oligosaccharyltransferase	=	kb|g.575.peg.1084	Archaellin Synthesis		cpd00161[c0] + LIP4SUG[c0]  <=> LIP4SUGT[c0] 	 
GLCgt	GlcNAc3NAcA glycosyltransferase	=	kb|g.575.peg.1079	Archaellin Synthesis		U23DA23DDG[c0] + LIP1SUG[c0]  <=> LIP2SUG[c0] 	 
MANgt	ManNAc3NAmA glycosyltransferase	=	kb|g.575.peg.1080	Archaellin Synthesis		U3A23DAM[c0] + LIP2SUG[c0]  <=> LIP3SUG[c0] 	 
2NACgt	NDP-2-acetamino-2,4-dideoxy-5-O-methyl-hexos-5-ulo-1,5-pyranose glycosyltransferase	=	kb|g.575.peg.1088	Archaellin Synthesis		N2A24D5MH4U15P[c0] + LIP3SUG[c0]  <=> LIP4SUG[c0] 	 
TSost	Tetrasaccharide oligosaccharyltransferase	=	kb|g.575.peg.1424	Archaellin Synthesis		LIP4SUGT[e0] + FLGN[e0]  <=> ARCN[e0] 	 
TSf	Tetrasaccharide flippase	=		Transport		LIP4SUGT[c0]  <=> LIP4SUGT[e0] 	 
GALgt	GalNAc glycosyltransferase	=		Archaellin Synthesis		cpd00175[c0] + MEMLIP[c0]  <=> LIP1SUG[c0] 	 
rxn10560[c0]	Indole-3-acetate transport via proton symport	=		Transport		cpd00067[c0] + cpd00703[c0]  <=> cpd00067[e0] + cpd00703[e0] 	 
rxn10559[c0]	Hydroxyphenylacetate transport via proton symport	=		Transport		cpd00067[e0] + cpd00489[e0]  <=> cpd00067[c0] + cpd00489[c0] 	 
rxn10587[c0]	Phenylacetate transport via proton symport	=		Transport		cpd00067[e0] + cpd00430[e0]  <=> cpd00067[c0] + cpd00430[c0] 	 
rxn10586[c0]	Indoleacetate:CoA ligase	>	(kb|g.575.peg.315 and kb|g.575.peg.316) or (kb|g.575.peg.713 and kb|g.575.peg.714)	Amino Acid Biosynthesis		cpd00067[c0] + cpd00010[c0] + cpd00002[c0] + cpd00703[c0]  -> cpd00012[c0] + cpd00018[c0] + cpd11175[c0] 	 
rxn01946[c0]	4-Hydroxyphenylacetate:CoA ligase (AMP-forming)	>	(kb|g.575.peg.315 and kb|g.575.peg.316) or (kb|g.575.peg.713 and kb|g.575.peg.714)	Amino Acid Biosynthesis	|6.2.1.30|6.2.1.-|	cpd00067[c0] + cpd00010[c0] + cpd00002[c0] + cpd00489[c0]  -> cpd00012[c0] + cpd00018[c0] + cpd03165[c0] 	 
rxn01842[c0]	Phenylacetate:CoA ligase	>	(kb|g.575.peg.315 and kb|g.575.peg.316) or (kb|g.575.peg.713 and kb|g.575.peg.714)	Amino Acid Biosynthesis	6.2.1.30	cpd00010[c0] + cpd00002[c0] + cpd00430[c0]  -> cpd00012[c0] + cpd00018[c0] + cpd00452[c0] 	 
