Rxn_ID	Rxn_Name	GPR	Subsystem	Formula	Readable_Formula
rxn01997[c0]	dTDPglucose 4 6-hydro-lyase c0	MMP1090	dTDP-Rhamnose Synthesis	cpd00626[c0]  -> cpd00001[c0] + cpd00521[c0] 	dTDPglucose[c0]  -> H2O[c0] + dTDP-4-oxo-6-deoxy-D-glucose[c0] 	
rxn05379[c0]	12-methyl-tetra-decanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating c0	MMP1211	Fatty Acid Biosynthesis	cpd00067[c0] + cpd11492[c0] + cpd11515[c0]  -> cpd00011[c0] + cpd11493[c0] + cpd11516[c0] 	H[c0] + Malonyl-acyl-carrierprotein-[c0] + 12-methyl-tetra-decanoyl-ACP[c0]  -> CO2[c0] + ACP[c0] + 14-methyl-3-oxo-hexa-decanoyl-ACP[c0] 	
rxn05371[c0]	8-methyl-decanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating c0	MMP1211	Fatty Acid Biosynthesis	cpd00067[c0] + cpd11492[c0] + cpd11507[c0]  -> cpd00011[c0] + cpd11493[c0] + cpd11508[c0] 	H[c0] + Malonyl-acyl-carrierprotein-[c0] + 8-methyl-decanoyl-ACP[c0]  -> CO2[c0] + ACP[c0] + 10-methyl-3-oxo-dodecanoyl-ACP[c0] 	
rxn00300[c0]	GTP 7 8-8 9-dihydrolase pyrophosphate-forming c0	MMP0183	Riboflavin, FMN, and FAD Metabolism	3 cpd00001[c0] + cpd00038[c0]  -> cpd00067[c0] + cpd00047[c0] + cpd00012[c0] + cpd00957[c0] 	3 H2O[c0] + GTP[c0]  -> H[c0] + Formate[c0] + PPi[c0] + 2_5-Diamino-6-5'-phosphoribosylamino-4-pyrimidineone[c0] 	
rxn00392[c0]	ATP riboflavin 5'-phosphotransferase c0		Ubiquionine Biosynthesis	cpd00220[c0] + cpd00002[c0]  -> cpd00008[c0] + cpd00050[c0] 	Riboflavin[c0] + ATP[c0]  -> ADP[c0] + FMN[c0] 	
rxn03397[c0]	UDP-L-rhamnose flavonol-3-O-D-glucoside L-rhamnosyltransferase c0	MMP0497	Ubiquionine Biosynthesis	cpd00017[c0] + cpd03447[c0]  -> cpd00067[c0] + cpd00019[c0] + cpd03448[c0] 	S-Adenosyl-L-methionine[c0] + 2-Octaprenyl-6-methoxy-1_4-benzoquinone[c0]  -> H[c0] + S-Adenosyl-homocysteine[c0] + 2-Octaprenyl-3-methyl-6-methoxy-1_4-benzoquinone[c0] 	
rxn10481[c0]	Copper transport via ABC system c0	MMP1165 or MMP1641	Transport	cpd00001[c0] + cpd00002[c0] + cpd00058[e0]  -> cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd00058[c0] 	H2O[c0] + ATP[c0] + Cu2[e0]  -> H[c0] + Phosphate[c0] + ADP[c0] + Cu2[c0] 	
rxn13477[c0]	Hexaprenyl-pyrophosphate-synthase c0		None	3 cpd00012[c0] + cpd00906[c0]  -> 3 cpd00113[c0] + cpd00350[c0] 	3 PPi[c0] + all-trans-Hexaprenyl_diphosphate[c0]  -> 3 Isopentenyldiphosphate[c0] + Farnesyldiphosphate[c0] 	
rxn10954[c0]	C180SN c0		None	7 cpd00011[c0] + 8 cpd00001[c0] + 16 cpd00006[c0] + 7 cpd11493[c0] + cpd15268[c0]  -> 23 cpd00067[c0] + 16 cpd00005[c0] + 7 cpd11492[c0] + cpd11488[c0] 	7 CO2[c0] + 8 H2O[c0] + 16 NADP[c0] + 7 ACP[c0] + Octadecanoyl-ACP[c0]  -> 23 H[c0] + 16 NADPH[c0] + 7 Malonyl-acyl-carrierprotein-[c0] + Acetoacetyl-ACP[c0] 	
rxn02914[c0]	3-Phosphoserine 2-oxoglutarate aminotransferase c0	MMP0391	Glycine and Serine Utilization; Serine Biosynthesis; Pyridoxin Biosynthesis	cpd02069[c0] + cpd00023[c0]  -> cpd00024[c0] + cpd00738[c0] 	3-Phosphonooxypyruvate[c0] + L-Glutamate[c0]  -> 2-Oxoglutarate[c0] + phosphoserine[c0] 	
rxn00350[c0]	glutathione hydralase periplasmic c0		Glutathione: Biosynthesis and gamma-Glutamyl Cycle	cpd00001[c0] + cpd00042[c0]  -> cpd00023[c0] + cpd01017[c0] 	H2O[c0] + GSH[c0]  -> L-Glutamate[c0] + Cys-Gly[c0] 	
rxn03536[c0]	Adenosyl cobinamide kinase c0		Coenzyme B12 Biosynthesis	cpd00002[c0] + cpd03918[c0]  -> cpd00067[c0] + cpd00008[c0] + cpd03919[c0] 	ATP[c0] + Adenosyl_cobinamide[c0]  -> H[c0] + ADP[c0] + Adenosyl_cobinamide_phosphate[c0] 	
rxn05054[c0]	adenosylcobyric acid R-1-aminopropan-2-ol ligase ADP-forming c0	MMP0951	Coenzyme B12 Biosynthesis	cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd03918[c0]  -> cpd00002[c0] + cpd03917[c0] + cpd02039[c0] 	H[c0] + Phosphate[c0] + ADP[c0] + Adenosyl_cobinamide[c0]  -> ATP[c0] + Adenosylcobyric_acid[c0] + 1-Aminopropan-2-ol[c0] 	
rxn02160[c0]	L-Histidinol-phosphate phosphohydrolase c0	MMP0548	Histidine Biosynthesis	cpd00001[c0] + cpd00807[c0]  -> cpd00067[c0] + cpd00009[c0] + cpd00641[c0] 	H2O[c0] + L-histidinol-phosphate[c0]  -> H[c0] + Phosphate[c0] + L-Histidinol[c0] 	
rxn12008[c0]	rxn12008 c0	MMP0045	Polyprenyl Diphosphate Biosynthesis	cpd00113[c0] + cpd02590[c0]  -> cpd00012[c0] + cpd02557[c0] 	Isopentenyldiphosphate[c0] + all-trans-Heptaprenyl_diphosphate[c0]  -> PPi[c0] + Farnesylfarnesylgeraniol[c0] 	
rxn05039[c0]	pyrimidine phosphatase c0		Riboflavin, FMN, and FAD Metabolism	cpd00001[c0] + cpd02720[c0]  -> cpd00067[c0] + cpd00009[c0] + cpd02882[c0] 	H2O[c0] + 5-Amino-6-5-phosphoribitylaminouracil[c0]  -> H[c0] + Phosphate[c0] + 4-1-D-Ribitylamino-5-aminouracil[c0] 	
rxn02269[c0]	S-3-methyl-2-oxopentanoate NAD 2-oxidoreductase c0	MMP1259	None	cpd00010[c0] + cpd00003[c0] + cpd00508[c0]  -> cpd00011[c0] + cpd00004[c0] + cpd00760[c0] 	CoA[c0] + NAD[c0] + 3MOP[c0]  -> CO2[c0] + NADH[c0] + 2-Methylbutyryl-CoA[c0] 	
rxn03891[c0]	trans-hexaprenyltranstransferase c0	MMP0045	Polyprenyl Diphosphate Biosynthesis	cpd00113[c0] + cpd00906[c0]  <=> cpd00012[c0] + cpd02590[c0] 	Isopentenyldiphosphate[c0] + all-trans-Hexaprenyl_diphosphate[c0]  <=> PPi[c0] + all-trans-Heptaprenyl_diphosphate[c0] 	
rxn01256[c0]	Chorismate pyruvatemutase c0		Chorismate Synthesis; Phenylalanine Synthesis	cpd00216[c0]  -> cpd00219[c0] 	Chorismate[c0]  -> Prephenate[c0] 	
rxn00102[c0]	Carbonic acid hydro-lyase c0	MMP1299 or MMP0049	CO2 Uptake, Carboxysome	cpd00011[c0] + cpd00001[c0]  -> cpd00067[c0] + cpd00242[c0] 	CO2[c0] + H2O[c0]  -> H[c0] + H2CO3[c0] 	
rxn09562[c0]	guanylate kinase GMP dATP c0		Purine Conversions	cpd00115[c0] + cpd00126[c0]  -> cpd00177[c0] + cpd00031[c0] 	dATP[c0] + GMP[c0]  -> dADP[c0] + GDP[c0] 	
rxn01972[c0]	N6-Acetyl-LL-2 6-diaminoheptanedioate amidohydrolase c0		Lysine Biosynthesis DAP Pathway	cpd00001[c0] + cpd02685[c0]  -> cpd00029[c0] + cpd00504[c0] 	H2O[c0] + N-acetyl-LL-2_6-diaminopimelate[c0]  -> Acetate[c0] + LL-2_6-Diaminopimelate[c0] 	
rxn05513[c0]	calcium efflux via ABC system c0	MMP0510 or MMP0720	Transport	cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd00063[e0]  -> cpd00001[c0] + cpd00002[c0] + cpd00063[c0] 	H[c0] + Phosphate[c0] + ADP[c0] + Ca2[e0]  -> H2O[c0] + ATP[c0] + Ca2[c0] 	
rxn03537[c0]	Adenosyl cobinamide phosphate guanyltransferase c0		Coenzyme B12 Biosynthesis	cpd00067[c0] + cpd00038[c0] + cpd03919[c0]  -> cpd00012[c0] + cpd03920[c0] 	H[c0] + GTP[c0] + Adenosyl_cobinamide_phosphate[c0]  -> PPi[c0] + Adenosylcobinamide-GDP[c0] 	
rxn03030[c0]	Acetyl-CoA L-2 3 4 5-tetrahydrodipicolinate N2-acetyltransferase c0	MMP0350	Lysine Biosynthesis DAP Pathway	cpd00022[c0] + cpd00001[c0] + cpd02465[c0]  -> cpd00010[c0] + cpd03289[c0] 	Acetyl-CoA[c0] + H2O[c0] + tetrahydrodipicolinate[c0]  -> CoA[c0] + L-2-Acetamido-6-oxopimelate[c0] 	
rxn00119[c0]	ATP nucleoside-phosphate phosphotransferase c0	MMP0385	None	cpd00002[c0] + cpd00091[c0]  -> cpd00008[c0] + cpd00014[c0] 	ATP[c0] + UMP[c0]  -> ADP[c0] + UDP[c0] 	
rxn01265[c0]	Nicotinate D-ribonucleotide pyrophosphate phosphoribosyltransferase c0		NAD/NADP Cofactor Biosynthesis	cpd00067[c0] + cpd00218[c0] + cpd00103[c0]  -> cpd00012[c0] + cpd00873[c0] 	H[c0] + Niacin[c0] + PRPP[c0]  -> PPi[c0] + Nicotinate_ribonucleotide[c0] 	
rxn03919[c0]	D-glycero-D-manno-heptose 1 7-bisphosphate phosphatase c0	(MMP0359 and MMP1170 and MMP0590)	LOS Core Oligosaccharide Biosynthesis	cpd00001[c0] + cpd08316[c0]  -> cpd00067[c0] + cpd00009[c0] + cpd04920[c0] 	H2O[c0] + D-Glycero-D-manno-heptose1-7-bisphosphate[c0]  -> H[c0] + Phosphate[c0] + D-Glycero-D-manno-heptose1-phosphate[c0] 	
rxn01068[c0]	L-Threonine NAD oxidoreductase c0		Threonine Degradation; Glycine Biosynthesis	cpd00161[c0] + cpd00003[c0]  -> cpd00067[c0] + cpd00004[c0] + cpd02211[c0] 	L-Threonine[c0] + NAD[c0]  -> H[c0] + NADH[c0] + L-2-Amino-acetoacetate[c0] 	
rxn05384[c0]	3-methylbutanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating c0	MMP1211	Fatty Acid Biosynthesis	cpd00067[c0] + cpd11492[c0] + cpd11520[c0]  -> cpd00011[c0] + cpd11493[c0] + cpd11521[c0] 	H[c0] + Malonyl-acyl-carrierprotein-[c0] + isovaleryl-ACP[c0]  -> CO2[c0] + ACP[c0] + 5-methyl-3-oxo-hexanoyl-ACP[c0] 	
rxn02831[c0]	O-Succinylbenzoate CoA ligase AMP-forming c0		Menaquinone and Phylloquinone Biosynthesis	cpd00067[c0] + cpd00010[c0] + cpd00002[c0] + cpd01772[c0]  <=> cpd00012[c0] + cpd00018[c0] + cpd02021[c0] 	H[c0] + CoA[c0] + ATP[c0] + Succinylbenzoate[c0]  <=> PPi[c0] + AMP[c0] + Succinylbenzoyl-CoA[c0] 	
rxn11650[c0]	cobIIyrinic acid-a c-diamide FMN oxidoreductase c0	MMP0115	Coenzyme B12 Biosynthesis	2 cpd03914[c0] + cpd01270[c0]  -> 2 cpd00067[c0] + cpd00050[c0] + 2 cpd03915[c0] 	2 Cob(II)yrinate_diamide[c0] + FMNH2[c0]  -> 2 H[c0] + FMN[c0] + 2 Cob(I)yrinate_diamide[c0] 	
rxn00137[c0]	Adenosine 3' 5'-bisphosphate 3'2'-phosphohydrolase c0		Inorganic Sulfur Assimilation	cpd00001[c0] + cpd00045[c0]  -> cpd00067[c0] + cpd00009[c0] + cpd00018[c0] 	H2O[c0] + Adenosine_3-5-bisphosphate[c0]  -> H[c0] + Phosphate[c0] + AMP[c0] 	
rxn03150[c0]	alpha-ribazole 5-phosphate phosphatase c0		Coenzyme B12 Biosynthesis	cpd00001[c0] + cpd02904[c0]  -> cpd00067[c0] + cpd00009[c0] + cpd03423[c0] 	H2O[c0] + alpha-Ribazole_5'-phosphate[c0]  -> H[c0] + Phosphate[c0] + alpha-Ribazole[c0] 	
rxn00172[c0]	Acetate CoA ligase ADP-forming c0	MMP0253	Pyruvate Metabolism II: Acetyl-CoA, Acetogenesis from Pyruvate	cpd00010[c0] + cpd00029[c0] + cpd00002[c0]  -> cpd00022[c0] + cpd00009[c0] + cpd00008[c0] 	CoA[c0] + Acetate[c0] + ATP[c0]  -> Acetyl-CoA[c0] + Phosphate[c0] + ADP[c0] 	
rxn00917[c0]	Xanthosine-5'-phosphate L-glutamine amido-ligase AMP-forming c0	(MMP0894 and MMP1445)	Purine Conversions	cpd00001[c0] + cpd00002[c0] + cpd00053[c0] + cpd00497[c0]  -> cpd00067[c0] + cpd00012[c0] + cpd00023[c0] + cpd00018[c0] + cpd00126[c0] 	H2O[c0] + ATP[c0] + L-Glutamine[c0] + XMP[c0]  -> H[c0] + PPi[c0] + L-Glutamate[c0] + AMP[c0] + GMP[c0] 	
rxn00274[c0]	Succinyl-CoA glycine C-succinyl-transferasedecarboxylating c0	MMP1574	Glycine and Serine Utilization; Threonine Degradation; Glycine Biosynthesis	cpd00010[c0] + cpd02211[c0]  -> cpd00022[c0] + cpd00033[c0] 	CoA[c0] + L-2-Amino-acetoacetate[c0]  -> Acetyl-CoA[c0] + Glycine[c0] 	
rxn05400[c0]	11-methyl-dodecanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating c0	MMP1211	Fatty Acid Biosynthesis	cpd00067[c0] + cpd11492[c0] + cpd11536[c0]  -> cpd00011[c0] + cpd11493[c0] + cpd11537[c0] 	H[c0] + Malonyl-acyl-carrierprotein-[c0] + 11-methyl-dodecanoyl-ACP[c0]  -> CO2[c0] + ACP[c0] + 13-methyl-3-oxo-tetra-decanoyl-ACP[c0] 	
rxn03540[c0]	adenosylcobyric acid synthase glutamine-hydrolysing c0	MMP1215	Coenzyme B12 Biosynthesis	4 cpd00001[c0] + 4 cpd00002[c0] + 4 cpd00053[c0] + cpd03916[c0]  -> 4 cpd00067[c0] + 4 cpd00009[c0] + 4 cpd00008[c0] + 4 cpd00023[c0] + cpd03917[c0] 	4 H2O[c0] + 4 ATP[c0] + 4 L-Glutamine[c0] + Adenosyl_cobyrinate_diamide[c0]  -> 4 H[c0] + 4 Phosphate[c0] + 4 ADP[c0] + 4 L-Glutamate[c0] + Adenosylcobyric_acid[c0] 	
rxn01538[c0]	ATP thiamine phosphotransferase c0		Thiamin Biosynthesis	cpd00002[c0] + cpd00305[c0]  -> cpd00008[c0] + cpd00793[c0] 	ATP[c0] + Thiamin[c0]  -> ADP[c0] + Thiamine_phosphate[c0] 	
rxn05404[c0]	13-methyl-tetra-decanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating c0	MMP1211	Fatty Acid Biosynthesis	cpd00067[c0] + cpd11492[c0] + cpd11540[c0]  -> cpd00011[c0] + cpd11493[c0] + cpd11541[c0] 	H[c0] + Malonyl-acyl-carrierprotein-[c0] + 13-methyl-tetra-decanoyl-ACP[c0]  -> CO2[c0] + ACP[c0] + 15-methyl-3-oxo-hexa-decanoyl-ACP[c0] 	
rxn05392[c0]	7-methyl-octanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating c0	MMP1211	Fatty Acid Biosynthesis	cpd00067[c0] + cpd11492[c0] + cpd11528[c0]  -> cpd00011[c0] + cpd11493[c0] + cpd11529[c0] 	H[c0] + Malonyl-acyl-carrierprotein-[c0] + 7-methyl-octanoyl-ACP[c0]  -> CO2[c0] + ACP[c0] + 9-methyl-3-oxo-decanoyl-ACP[c0] 	
rxn05367[c0]	6-methyl-octanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating c0	MMP1211	Fatty Acid Biosynthesis	cpd00067[c0] + cpd11492[c0] + cpd11503[c0]  -> cpd00011[c0] + cpd11493[c0] + cpd11504[c0] 	H[c0] + Malonyl-acyl-carrierprotein-[c0] + 6-methyl-octanoyl-ACP[c0]  -> CO2[c0] + ACP[c0] + 8-methyl-3-oxo-decanoyl-ACP[c0] 	
rxn03408[c0]	UDP-N-acetylglucosamine-N-acetylmuramyl-pentapeptidepyrophosphoryl-undecaprenol N-acetylglucosamine transferase c0	MMP0403	Peptidoglycan Biosynthesis	cpd00037[c0] + cpd03494[c0]  -> cpd00014[c0] + cpd03495[c0] 	UDP-N-acetylglucosamine[c0] + Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine[c0]  -> UDP[c0] + Undecaprenyl-diphospho-N-acetylmuramoyl-N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala[c0] 	
rxn06729[c0]	R-3-Hydroxytetradecanoly-acyl-carrier-protein UDP-N-acetyl- c0	MMP0350	KDO2-Lipid A Biosynthesis	cpd00037[c0] + cpd11484[c0]  -> cpd11493[c0] + cpd02886[c0] 	UDP-N-acetylglucosamine[c0] + HMA[c0]  -> ACP[c0] + UDP-3-O-beta-hydroxymyristoyl-N-acetylglucosamine[c0] 	
rxn00470[c0]	L-Ornithine carboxy-lyase c0		Polyamine Metabolism; Arginine and Ornithine Degradation	cpd00067[c0] + cpd00064[c0]  -> cpd00011[c0] + cpd00118[c0] 	H[c0] + Ornithine[c0]  -> CO2[c0] + Putrescine[c0] 	
rxn06023[c0]	CoA apo-acyl-carrier-protein pantetheinephosphotransferase c0		Fatty Acid Biosynthesis	cpd00010[c0] + cpd12370[c0]  -> cpd11493[c0] + cpd00045[c0] 	CoA[c0] + apo-ACP[c0]  -> ACP[c0] + Adenosine_3-5-bisphosphate[c0] 	
rxn00086[c0]	glutathione NADP oxidoreductase c0	MMP1332	Glutathione: Redox Cycle	cpd00067[c0] + cpd00005[c0] + cpd00111[c0]  -> cpd00006[c0] + 2 cpd00042[c0] 	H[c0] + NADPH[c0] + Oxidized_glutathione[c0]  -> NADP[c0] + 2 GSH[c0] 	
rxn03086[c0]	Acetyl-L L-diaminopimelate aminotransferase c0	MMP1072	Lysine Biosynthesis DAP Pathway	cpd00023[c0] + cpd03289[c0]  -> cpd00024[c0] + cpd02685[c0] 	L-Glutamate[c0] + L-2-Acetamido-6-oxopimelate[c0]  -> 2-Oxoglutarate[c0] + N-acetyl-LL-2_6-diaminopimelate[c0] 	
rxn01332[c0]	Phosphoenolpyruvate D-erythrose-4-phosphate c0	MMP1528	Chorismate Synthesis	cpd00001[c0] + cpd00061[c0] + cpd00236[c0]  -> cpd00067[c0] + cpd02857[c0] + cpd00009[c0] 	H2O[c0] + Phosphoenolpyruvate[c0] + D-Erythrose4-phosphate[c0]  -> H[c0] + DAHP[c0] + Phosphate[c0] 	
rxn03904[c0]	UDPMurAcoyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala undecaprenyl- c0	MMP1423	Peptidoglycan Biosynthesis	cpd00286[c0] + cpd02968[c0]  -> cpd00091[c0] + cpd03494[c0] 	Undecaprenylphosphate[c0] + UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-_D-alanine[c0]  -> UMP[c0] + Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine[c0] 	
rxn08618[c0]	glucosyltransferase I LPS core synthesis c0	MMP1293	LOS core oligosaccharide biosynthesis	cpd00026[c0] + cpd15489[c0]  -> cpd00014[c0] + cpd15479[c0] 	UDP-glucose[c0] + inner_core_oligosaccharide_lipid_A[c0]  -> UDP[c0] + glucosyl-inner_core_oligosaccharide_lipid_A[c0] 	
rxn00833[c0]	5'-Inosinate phosphoribohydrolase c0		None	cpd00101[c0] + cpd00226[c0]  -> cpd00001[c0] + cpd00114[c0] 	ribose-5-phosphate[c0] + HYXN[c0]  -> H2O[c0] + IMP[c0] 	
rxn01258[c0]	Chorismate hydroxymutase c0		Menaquinone and Phylloquinone Biosynthesis	cpd00216[c0]  <=> cpd00658[c0] 	Chorismate[c0]  <=> Isochorismate[c0] 	
rxn00611[c0]	sn-Glycerol-3-phosphate NAD 2-oxidoreductase c0	MMP0225	Isoprenoid Biosynthesis; Archaeal Lipids	cpd00067[c0] + cpd00004[c0] + cpd00095[c0]  -> cpd00003[c0] + cpd00080[c0] 	H[c0] + NADH[c0] + Glycerone-phosphate[c0]  -> NAD[c0] + Glycerol-3-phosphate[c0] 	
rxn00122[c0]	ATP FMN adenylyltransferase c0		Riboflavin, FMN, and FAD Metabolism	cpd00002[c0] + cpd00050[c0]  -> cpd00012[c0] + cpd00015[c0] 	ATP[c0] + FMN[c0]  -> PPi[c0] + FAD[c0] 	
rxn01117[c0]	D-Arabinose-5-phosphate ketol-isomerase c0	MMP1016	KDO2-Lipid A Biosynthesis	cpd00171[c0]  -> cpd00817[c0] 	D-Ribulose5-phosphate[c0]  -> D-Arabinose5-phosphate[c0] 	
rxn04675[c0]	isochorismate 2-oxoglutarate cyclodienyltransferasedecarboxylating c0		None	cpd00011[c0] + cpd00020[c0] + cpd03451[c0]  -> cpd00067[c0] + cpd00024[c0] + cpd00658[c0] 	CO2[c0] + Pyruvate[c0] + SHCHC[c0]  -> H[c0] + 2-Oxoglutarate[c0] + Isochorismate[c0] 	
rxn05735[c0]	aldehyde dehydrogenase aminoacetaldehyde NAD c0	MMP1487	Glycerolipid and Glycerophospholipid Metabolism (Bacteria)	cpd00001[c0] + cpd00003[c0] + cpd04122[c0]  -> 2 cpd00067[c0] + cpd00004[c0] + cpd00033[c0] 	H2O[c0] + NAD[c0] + Aminoacetaldehyde[c0]  -> 2 H[c0] + NADH[c0] + Glycine[c0] 	
rxn02929[c0]	2 3 4 5-Tetrahydrodipicolinate NADP oxidoreductase c0	MMP0923	Lysine Biosynthesis DAP Pathway	cpd00067[c0] + cpd00005[c0] + cpd02120[c0]  -> cpd00006[c0] + cpd02465[c0] 	H[c0] + NADPH[c0] + Dihydrodipicolinate[c0]  -> NADP[c0] + tetrahydrodipicolinate[c0] 	
rxn05375[c0]	10-methyl-dodecanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating c0	MMP1211	Fatty Acid Biosynthesis	cpd00067[c0] + cpd11492[c0] + cpd11511[c0]  -> cpd00011[c0] + cpd11493[c0] + cpd11512[c0] 	H[c0] + Malonyl-acyl-carrierprotein-[c0] + 10-methyl-dodecanoyl-ACP[c0]  -> CO2[c0] + ACP[c0] + 12-methyl-3-oxo-tetra-decanoyl-ACP[c0] 	
rxn09128[c0]	Phospholipase A1 phosphatidate n-C18 0 periplasm c0	MMP0276	Triacylglycerol Metabolism	cpd00067[c0] + cpd01080[c0] + cpd15358[c0]  -> cpd00001[c0] + cpd15526[c0] 	H[c0] + ocdca[c0] + 2-octadecanoyl-sn-glycerol_3-phosphate[c0]  -> H2O[c0] + 1_2-dioctadecanoyl-sn-glycerol_3-phosphate[c0] 	
rxn05363[c0]	4-methyl-hexanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating c0	MMP1211	Fatty Acid Biosynthesis	cpd00067[c0] + cpd11492[c0] + cpd11499[c0]  -> cpd00011[c0] + cpd11493[c0] + cpd11500[c0] 	H[c0] + Malonyl-acyl-carrierprotein-[c0] + 4-methyl-hexanoyl-ACP[c0]  -> CO2[c0] + ACP[c0] + 6-methyl-3-oxo-octanoyl-ACP[c0] 	
rxn02898[c0]	O-Succinylbenzoyl-CoA 1 4-dihydroxy-2-naphthoate-lyase c0		Menaquinone and Phylloquinone Biosynthesis	cpd00010[c0] + cpd02295[c0]  -> cpd02021[c0] 	CoA[c0] + 1-4-Dihydroxy-2-naphthoate[c0]  -> Succinylbenzoyl-CoA[c0] 	
rxn03538[c0]	Adenosylcobalamin 5'-phosphate synthase c0	MMP0938	Coenzyme B12 Biosynthesis; Heme and Siroheme Biosynthesis	cpd03920[c0] + cpd03423[c0]  -> cpd00126[c0] + cpd00166[c0] 	Adenosylcobinamide-GDP[c0] + alpha-Ribazole[c0]  -> GMP[c0] + Calomide[c0] 	
rxn08349[c0]	2 3-diketo-5-methylthio-1-phosphopentane degradation reaction c0		None	3 cpd00001[c0] + 2 cpd00003[c0] + cpd11295[c0]  -> 5 cpd00067[c0] + cpd00009[c0] + cpd00047[c0] + 2 cpd00004[c0] + cpd00869[c0] 	3 H2O[c0] + 2 NAD[c0] + 2_3-diketo5-methylthio-1-phosphopentane[c0]  -> 5 H[c0] + Phosphate[c0] + Formate[c0] + 2 NADH[c0] + 4-methylthio_2-oxobutyrate[c0] 	
rxn05023[c0]	rxn05023 c0		None	cpd00001[c0] + cpd11217[c0]  -> cpd00067[c0] + cpd00010[c0] + cpd02295[c0] 	H2O[c0] + 1_4-Dihydroxy-2-naphthoyl-CoA[c0]  -> H[c0] + CoA[c0] + 1-4-Dihydroxy-2-naphthoate[c0] 	
rxn00471[c0]	L-Ornithine ammonia-lyasecyclizing c0		Threonine Degradation; Arginine and Ornithine Degradation	cpd00064[c0]  -> cpd00067[c0] + cpd00013[c0] + cpd00129[c0] 	Ornithine[c0]  -> H[c0] + NH3[c0] + L-Proline[c0] 	
rxn09429[c0]	fatty acid synthase n-C18 0 c0		None	3 cpd00067[c0] + 2 cpd00005[c0] + cpd00214[c0] + cpd00070[c0]  -> cpd00011[c0] + cpd00010[c0] + cpd00001[c0] + 2 cpd00006[c0] + cpd01080[c0] 	3 H[c0] + 2 NADPH[c0] + Palmitate[c0] + Malonyl-CoA[c0]  -> CO2[c0] + CoA[c0] + H2O[c0] + 2 NADP[c0] + ocdca[c0] 	
rxn00346[c0]	L-Aspartate 1-carboxy-lyase c0		Coenzyme A Biosynthesis	cpd00067[c0] + cpd00041[c0]  -> cpd00011[c0] + cpd00085[c0] 	H[c0] + L-Aspartate[c0]  -> CO2[c0] + beta-Alanine[c0] 	
rxn00351[c0]	gamma-L-Glutamyl-L-cysteine glycine ligase ADP-forming c0	MMP1600	Glutathione Biosynthesis	cpd00002[c0] + cpd00033[c0] + cpd00506[c0]  -> cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd00042[c0] 	ATP[c0] + Glycine[c0] + gamma-Glutamylcysteine[c0]  -> H[c0] + Phosphate[c0] + ADP[c0] + GSH[c0] 	
rxn01791[c0]	R-Pantoate beta-alanine ligase AMP-forming c0	MMP0087	Coenzyme A Biosynthesis	cpd00002[c0] + cpd00408[c0] + cpd00085[c0]  -> cpd00012[c0] + cpd00018[c0] + cpd00644[c0] 	ATP[c0] + Pantoate[c0] + beta-Alanine[c0]  -> PPi[c0] + AMP[c0] + PAN[c0] 	
rxn01501[c0]	R-Mevalonate NADP oxidoreductase CoA acylating c0	MMP0087	Isoprenoid Biosynthesis; Archaeal Lipids	2 cpd00067[c0] + 2 cpd00005[c0] + cpd00292[c0]  -> cpd00010[c0] + 2 cpd00006[c0] + cpd00332[c0] 	2 H[c0] + 2 NADPH[c0] + HMG-CoA[c0]  -> CoA[c0] + 2 NADP[c0] + Mevalonic_acid[c0] 	
rxn00250[c0]	Pyruvate carbon-dioxide ligase ADP-forming c0	MMP0340 and MMP0341	Pyruvate Metabolism I: Anaplerotic Reactions, PEP	cpd00002[c0] + cpd00242[c0] + cpd00020[c0]  -> cpd00067[c0] + cpd00009[c0] + cpd00032[c0] + cpd00008[c0] 	ATP[c0] + H2CO3[c0] + Pyruvate[c0]  -> H[c0] + Phosphate[c0] + Oxaloacetate[c0] + ADP[c0] 	
